object,algorithm,success_rate,average_reward,mean_inference_time_sec,mae,mse,rmse,itae,training_time_sec
cylinder,SAC,0.0,-546.0667531024048,0.0004187655553590351,0.4713027475965055,0.23037069092291282,0.4799694687403698,5499.147678276846,17389.841659333004
cylinder,PPO,0.0,-517.9805073624423,0.0003676636780295458,0.31763499458530464,0.14390173650258242,0.37934382359883284,33.83877361353169,10868.231899667007
